segmentnr	original	folio	stemmed
BO_NK078_(tshu)001:8000	gsang ba +aa li k+aa li la sogs pa'i yo byad bza' btung gos rgyan /	800	gsang ba +aa li k+aa li la sogs ba yo byad bza thung gos rgyan 
BO_NK078_(tshu)001:8001	bro grar glu tshig ste lnga po rnams rang rig pa'i ye shes nyid yin pa'i phyir /	800	bro grar glu tshig ste lnga po rnams rang rig ba ye shes nyid yin ba phyir 
BO_NK078_(tshu)001:8002	don dam ma skyes pa'i chos nyid rang rig pa'i ye shes kyi ngo bo gsal bas mi rtog pa chos nyid la /	800	don dam ma skye ba chos nyid rang rig ba ye shes kyi ngo bo gsal ba mi rtogs ba chos nyid la 
BO_NK078_(tshu)001:8003	chos nyid thim pas kun rdzob du ma 'gag pa'i ye shes gnyis med kyi rol par sgom zhing spyod /	800	chos nyid thim ba kun rdzob du ma gag ba ye shes gnyis med kyi rol ba sgom zhing spyod 
BO_NK078_(tshu)001:8004	zhi ba las cig shos khro bo tshogs sgrub pa'i yo byad la spyod pa'i tshe na'ang mtshan ma med pa'i spyod thabs ting nge 'dzin de bzhin du bsgom par bya ste mthun par bya ba bstan pa yin no //	800	zhi ba las cig shos khro bo tshogs sgrub ba yo byad la spyod ba tshe na mtshan ma med ba spyod thabs ting nge dzin de bzhin du bsgom ba byed ste mthun ba byed ba ston ba yin no 
BO_NK078_(tshu)001:8005	gnyis pa mtshan bcas kyi ting nge 'dzin gyi ngang nas spyad thabs de la gnyis te /	800	gnyis ba mtshan cha kyi ting nge dzin gyi ngang nas spyod thabs de la gnyis te 
BO_NK078_(tshu)001:8006	lha bye brag tu gsal ba'i ngang nas yo byad lnga la spyad bye brag tu bshad pa dang / spyir sgyu 'phrul d+r+wa ba'i ting nge 'dzin gsal ba'i ngang nas yo byad la longs spyod pa'i yon tan bstan pa'o //	800	lha bye brag tu gsal ba ngang nas yo byad lnga la spyod bye brag tu chad ba dang spyir sgyu phrul d+r+wa ba ting nge dzin gsal ba ngang nas yo byad la longs spyod ba yon tan ston ba 
BO_NK078_(tshu)001:8007	dang po la gnyis te /	800	dang po la gnyis te 
BO_NK078_(tshu)001:8008	yo byad bzhi la spyad thabs dang / yo byad bzhi la spyad pa'i rjes su gsang ba'i yo byad la spyad thabs so //	800	yo byad bzhi la spyod thabs dang yo byad bzhi la spyod ba rjes su gsang ba yo byad la spyod thabs so 
BO_NK078_(tshu)001:8009	dang po la gsum te /	800	dang po la gsum te 
BO_NK078_(tshu)001:8010	bsam yas lhun grub kyi ting nge 'dzin gsal ba'i ngang nas lus bsgul yan lag bsigs pa'i yon tan dang gtso bo lha rang rang gi lus la lus kyi yan lag dang rtog pa'i yan lag gis lha gsal ba'i ngang nas bro glu gos rgyan la spyod pa'i	801	bsam yas lhun grub kyi ting nge dzin gsal ba ngang nas lus sgul yan lag bsigs ba yon tan dang gtso bo lha rang rang gi lus la lus kyi yan lag dang rtogs ba yan lag gis lha gsal ba ngang nas bro glu gos rgyan la spyod ba 
BO_NK078_(tshu)001:8011	yon tan dang / tshom bu rang rang gi lha gsal ba'i ngang nas bro glu dang bza' btung la spyod pa'i yon tan no //	801	yon tan dang tshom bu rang rang gi lha gsal ba ngang nas bro glu dang bza thung la spyod ba yon tan no 
BO_NK078_(tshu)001:8012	dang po la gnyis te /	801	dang po la gnyis te 
BO_NK078_(tshu)001:8013	bgrang / dang po ting 'dzin dang / drang /	801	bgrong dang po ting dzin dang dren 
BO_NK078_(tshu)001:8014	phyogs bcu dus bzhis bsdus pa'i mtha' yas ba'i snod bcud 'jig rten gyi khams thams cad rang rig pa'i ngang du dbyer med pa'i man+dal te dkyil 'khor /	801	phyogs chu dus bzhis sdud ba mtha yas ba snod bcud jig rten gyi khams thams cad rang rig ba ngang du dbyer med ba man+dal te dkyil khor 
BO_NK078_(tshu)001:8015	thabs shes gnyis su med pa'i phyir nyi zla shar ba'i gdan dang bcas ba'i gzhal yas khang de la pad+ma ltar chagsa pa med pa'i gdan bting nas /	801	thabs shes gnyis su med ba phyir nyi zla char ba gdan dang cha ba jal yas khang de la pad+ma ltar chagsa ba med ba gdan bting nas 
BO_NK078_(tshu)001:8016	rgyu ye shes rin po che yon tan zad pa med par 'byung ba'i pho brang gi lha'i gzhal yas khang dbus kyi lte ba la sogs pa'o //	801	rgyu ye shes rin po che yon tan zad ba med ba byung ba pho brang gi lha jal yas khang dbus kyi lte ba la sogs ba 
BO_NK078_(tshu)001:8017	de yang rgya che chung gi tshad blos dpag tu med pa'i phyir ro //	801	de yang rgya che chung gi tshad blos dpog tu med ba phyir ro 
BO_NK078_(tshu)001:8018	lha'i ngo bo rang rig byang chub bde ba chen po dang ldan pa bzhugs pa'i gzhal yas khang gi dkyil 'khora la yang /	801	lha ngo bo rang rig byang chub bde ba chen po dang ldan ba bzhugs ba jal yas khang gi dkyil khora la yang 
BO_NK078_(tshu)001:8019	thabs dang shes rab gnyis su med pa'i bde ba chen po dang ldan pa'i byang chub kyi sems lha dang lha mo'i dkyil 'khor te tshom bu gang yin gyi lha ting nge 'dzin gyis rab tu bkod nas 'dod pa ci byed na yo byad la longs spyad pa'o	801	thabs dang shes rab gnyis su med ba bde ba chen po dang ldan ba byang chub kyi sems lha dang lha mo dkyil khor te tshom bu gang yin gyi lha ting nge dzin gyis rab tu bkod nas dod ba ci byed na yo byad la longs spyod ba 
BO_NK078_(tshu)001:8020	// snod bcud kyi rtog pa ma lus pa thams cad lha'i dkyil 'khor mnyam pa nyid kyi dbyings su bsdu bar bsgoms nas /	802	snod bcud kyi rtogs ba ma lus ba thams cad lha dkyil khor mnyam ba nyid kyi dbyings su sdud ba sgom nas 
BO_NK078_(tshu)001:8021	gnyis pa spyod lugs kyi yon tan no //	802	gnyis ba spyod lugs kyi yon tan no 
BO_NK078_(tshu)001:8022	drang / lus bskyod pa dang yan lag bsgul cing bsigs na /	802	dren lus skyod ba dang yan lag sgul cing bsigs na 
BO_NK078_(tshu)001:8023	mig la sogs pa'i dbang po lnga'i spyod yul lha rigs lnga'i dkyil 'khor du gsal ba kun kyang /	802	mig la sogs ba dbang po lnga spyod yul lha rigs lnga dkyil khor du gsal ba kun kyang 
BO_NK078_(tshu)001:8024	lha'i sku phyag rgya chen po nyid du ye nas yin par bshad do //	802	lha sku phyag rgya chen po nyid du ye nas yin ba chad do 
BO_NK078_(tshu)001:8025	gnyis pa lus dang yan lag gi lha gsal ba'i dang nas spyod pa la gnyis te /	802	gnyis ba lus dang yan lag gi lha gsal ba dang nas spyod ba la gnyis te 
BO_NK078_(tshu)001:8026	ting nge 'dzin dang / spyod thabs so //	802	ting nge dzin dang spyod thabs so 
BO_NK078_(tshu)001:8027	dang po la gnyis te /	802	dang po la gnyis te 
BO_NK078_(tshu)001:8028	bgrang / dang po gzhal yas khang dang lha bsgom pa dang / drang /	802	bgrong dang po jal yas khang dang lha bsgom ba dang dren 
BO_NK078_(tshu)001:8029	lhag pa ting nge 'dzin gyi dkyil 'khor spros pa 'ba' zhig bsgom pa'i skabs na mi re lha re bsgom pa'i lus la lus kyi yan lag dang rtog pa'i yan lag gi lha bkod nasabasgoma mam /	802	lhag ba ting nge dzin gyi dkyil khor spros ba ba jig bsgom ba skabs na mi re lha re bsgom ba lus la lus kyi yan lag dang rtogs ba yan lag gi lha bkod nasabasgoma mam 
BO_NK078_(tshu)001:8030	cig gis kun bsgom byed na 'dir bro sogs byed pa'i tshe na rang lha gsal lus la yan lag gi lha bkod nas sgom pa'ang /	803	cig gis kun bsgom byed na dir bro sogs byed ba tshe na rang lha gsal lus la yan lag gi lha bkod nas sgom ba 
BO_NK078_(tshu)001:8031	b+h+r+aum las gzhal yas khang dang 'og gzhi tsakra rtsibs bzhi lte ba dang bcas pa'i dkyil 'khor du gdan nyi zla gnyis zung du 'phrul par brtsegs pa'i sa gzhi la /	803	b+h+r+aum las jal yas khang dang g gzhi tsakra rtsibs bzhi lte ba dang cha ba dkyil khor du gdan nyi zla gnyis zung du phrul ba brtsegs ba sa gzhi la 
BO_NK078_(tshu)001:8032	pad+ma chags med kyi gdan bting nas /	803	pad+ma chags med kyi gdan bting nas 
BO_NK078_(tshu)001:8033	gong gi gdan de'i steng du rnal 'byor ba thabsa lha yab dang shes rab lha yum du gsal bas gcig la gcig chags pa med pa'i tshul du bsgom pas /	803	gong gi gdan de steng du rnal byor ba thabsa lha yab dang shes rab lha yum du gsal ba gcig la gcig chags ba med ba tshul du bsgom ba 
BO_NK078_(tshu)001:8034	gnyis pa yan lag gi lha bsgom pa de la gnyis te /	803	gnyis ba yan lag gi lha bsgom ba de la gnyis te 
BO_NK078_(tshu)001:8035	bgrang / dang po mdo dang / drang /	803	bgrong dang po mdo dang dren 
BO_NK078_(tshu)001:8036	lus kyi yan lag bzhi mgo dang lnga po thams cad kun /	803	lus kyi yan lag bzhi mgo dang lnga po thams cad kun 
BO_NK078_(tshu)001:8037	rang rgyud pa'i rnam pa min te rang bzhin ngang ngam yongs kyi lha rigs lnga'i dkyil 'khor du rnam par dag pa yin pa dang / ting nge 'dzin gyis kyang de bzhin gshegs pa rigs lnga'i dkyil 'khor du bsgom pa'o //	803	rang brgyud ba rnam ba min te rang bzhin ngang ngam yongs kyi lha rigs lnga dkyil khor du rnam ba dag ba yin ba dang ting nge dzin gyis kyang de bzhin gshegs ba rigs lnga dkyil khor du bsgom ba 
BO_NK078_(tshu)001:8038	gnyis pa rgyas pa de la gnyis te /	803	gnyis ba rgya ba de la gnyis te 
BO_NK078_(tshu)001:8039	bgrang / dang po sgom thabs dang / drang /	803	bgrong dang po sgom thabs dang dren 
BO_NK078_(tshu)001:8040	ye nas rigs lnga'i rang bzhin yin pas byed pa po sus kyang ma bcos par yongs kyis grub pa la de rang rgyud du grub pa med de /	804	ye nas rigs lnga rang bzhin yin ba byed ba po sus kyang ma chos ba yongs kyis grub ba la de rang brgyud du grub ba med de 
BO_NK078_(tshu)001:8041	gzhi ye nas de ltar yin pa la yin pa ltar du bsgom pa lhag pa ting nge 'dzin gyi rigs lnga'i dkyil 'khor gyi lha ji ltar bsgom zhe na /	804	gzhi ye nas de ltar yin ba la yin ba ltar du bsgom ba lhag ba ting nge dzin gyi rigs lnga dkyil khor gyi lha ji ltar bsgom zhe na 
BO_NK078_(tshu)001:8042	rnal 'byor pas tshom bu'i lhar gsal ba'i dbu la de bzhin gshegs pa'i rigs kyi gtso bo la 'khor gyi lha bcu sgo /	804	rnal byor ba tshom bu lhar gsal ba dbu la de bzhin gshegs ba rigs kyi gtso bo la khor gyi lha chu sgo 
BO_NK078_(tshu)001:8043	yana lag bzhi la rigs bzhi'i gtso 'khor gyi lha bcu bcu ste bzhi bcu bsgom pa'o //	804	yana lag bzhi la rigs bzhi gtso khor gyi lha chu chu ste bzhi chu bsgom ba 
BO_NK078_(tshu)001:8044	de yang lag pa g.yas rdo rje'i rigs kyi lha bcu /	804	de yang lag ba g.yas rdo rje rigs kyi lha chu 
BO_NK078_(tshu)001:8045	g.yon rin chen rigs rkang g.yon pad+ma'i rigs /	804	g.yon rin chen rigs rkang g.yon pad+ma rigs 
BO_NK078_(tshu)001:8046	g.yas las kyi rigs /	804	g.yas las kyi rigs 
BO_NK078_(tshu)001:8047	lha de dag gi kha dog dang dbyibs dang phyag rgya phyag mtshan rnams dang / thabs yab dang shes rab yab yum ste tshom bu bcu gsal bar bsgom ste /	804	lha de dag gi kha dog dang dbyibs dang phyag rgya phyag mtshan rnams dang thabs yab dang shes rab yab yum ste tshom bu chu gsal ba bsgom ste 
BO_NK078_(tshu)001:8048	gnyis pa 'phro 'du byas pa'i yon tan no //	804	gnyis ba phro du byed ba yon tan no 
BO_NK078_(tshu)001:8049	drang / lha de dag las 'od zer phyogsa bcura spros shing don gnyis byas khyad par du ngan song gsum gyi sgrib pa sbyangs la /	804	dren lha de dag las d zer phyogsa bcura spros shing don gnyis byed khyad ba du ngan gro gsum gyi sgrib ba sbyong la 
