segmentnr	original	folio	stemmed
BO_TZ33_GI-016:0	\u0f88 ye shes kyi mkha' 'gro ma seng ge'i gdong pa can gyi skor las :	0	\u0f88 ye shes kyi mkha gro ma seng ge gdong ba can gyi skor las 
BO_TZ33_GI-016:1	las byang gi khog snying thugs klong phag mo'i lha tshhogs bskyed thabs bzhugs so :	0	las byang gi khog snying thugs klong phag mo lha tshhogs skyed thabs bzhugs so 
BO_TZ33_GI-016:2	\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88 badzra wa ra hi na mo :	0	\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88\u0f88 badzra wa ra hi na mo 
BO_TZ33_GI-016:3	mkha' 'gro seng gdong las byang khong snying 'dra :	0	mkha gro seng gdong las byang khong snying dra 
BO_TZ33_GI-016:4	thugs klong phag mo'i lha tshhogs skyed pa'i thabs :	0	thugs klong phag mo lha tshhogs skyed ba thabs 
BO_TZ33_GI-016:5	med du mi rung gsang ba'i zhal gdams bstan :	0	med du mi rung gsang ba zhal doms ston 
BO_TZ33_GI-016:6	nyi ma'i zer ltar grangs med 'gyed par byed :	0	nyi ma zer ltar grangs med gyed ba byed 
BO_TZ33_GI-016:7	zhes pa'i mtshhams su 'di ltar bskyed pa gnad :	0	zhes ba mtshhams su di ltar skyed ba gnad 
BO_TZ33_GI-016:8	rang nyid drag mor gsal ba'i tshit+ta'i dbus :	0	rang nyid drag mor gsal ba tshit+ta dbus 
BO_TZ33_GI-016:9	dga' 'khyil dmar po khong seng yod pa la :	0	dga khyil dmar po khong seng yod ba la 
BO_TZ33_GI-016:10	lnga ldan 'ja' yi gur khang lnga rim phub :	1	lnga ldan ja yi gur khang lnga rim bubs 
BO_TZ33_GI-016:11	dbus su rje btshun rdo rje rnal 'byor dmar :	1	dbus su rje btshun rdo rje rnal byor dmar 
BO_TZ33_GI-016:12	zhal gcig phyag gnyis spyan gsum mche ba gtshigs :	1	zhal gcig phyag gnyis spyan gsum mche ba gtshigs 
BO_TZ33_GI-016:13	ljags 'dril smin 'khyugs shangs mdzes khro gnyer can :	1	ljags dril smin khyugs shangs mdzes khro gnyer can 
BO_TZ33_GI-016:14	ral pa spyir bcings lhag ma thur du gtibs :	1	ral ba spyir ching lhag ma thur du gtibs 
BO_TZ33_GI-016:15	skam rlon thod phreng zhing glang pags pa dang : rus rgyan khrag zhag thal ba'i rgya dang bcas :	1	skam rlon thod phreng zhing glang pags ba dang rus rgyan khrag zhag thal ba rgya dang cha 
BO_TZ33_GI-016:16	sku la rgyan bklubs spyi bor phag zhal ngur :	1	sku la rgyan bklubs spyi bor phag zhal ngur 
BO_TZ33_GI-016:17	phyag gnyis gri thod gru g.yon kha t+wam bsnams :	1	phyag gnyis gri thod gru g.yon kha t+wam snom 
BO_TZ33_GI-016:18	zhabs gnyis brkyang bskum pad nyi ro gdan brdzis :	1	zhabs gnyis rkyong skum pad nyi ro gdan brdzis 
BO_TZ33_GI-016:19	de yi thugs kar ye shes phag mo lnga :	1	de yi thugs kar ye shes phag mo lnga 
BO_TZ33_GI-016:20	mthing nag dkar ser dmar ljang khro mo'i tshhul :	2	mthing nag dkar ser dmar ljang khro mo tshhul 
BO_TZ33_GI-016:21	yong rdzogs kun gyi gtshug nas phag zhal ngur :	2	yong rdzogs kun gyi gtshug nas phag zhal ngur 
BO_TZ33_GI-016:22	rgyan med da ru thod khrag phyag na bsnams :	2	rgyan med da ru thod khrag phyag na snom 
