segmentnr	original	folio	stemmed
BO_NK118_(se)002:8000	ye shes rlan gyis khyab par byed //	800	ye shes rlan gyis khyab ba byed 
BO_NK118_(se)002:8001	ces dang / brtag gnyis las kyang /	800	ces dang rtog gnyis las kyang 
BO_NK118_(se)002:8002	lus la ye shes chen po gnas //	800	lus la ye shes chen po gnas 
BO_NK118_(se)002:8003	rtog pa thams cad yang dag spangs //	800	rtogs ba thams cad yang dag spong 
BO_NK118_(se)002:8004	dngos po kun la khyab pa po //	800	dngos po kun la khyab ba po 
BO_NK118_(se)002:8005	lus gnas lus las ma skyes pa'o //	800	lus gnas lus las ma skye ba 
BO_NK118_(se)002:8006	zhes so // des na sems kyi rang bzhin 'od gsal ba de'ang khyad chos bzhi ldan te /	800	zhes so des na sems kyi rang bzhin d gsal ba de khyad chos bzhi ldan te 
BO_NK118_(se)002:8007	zhing dang sku dang ye shes sogs 'bras bu'i chos mthun pa'i khyad par can /	800	zhing dang sku dang ye shes sogs bras bu chos mthun ba khyad ba can 
BO_NK118_(se)002:8008	rang bzhin bde ba chen po /	800	rang bzhin bde ba chen po 
BO_NK118_(se)002:8009	rgyun chad pa med pa /	800	rgyun chad ba med ba 
BO_NK118_(se)002:8010	chos nyid kyis thob pa'o //	801	chos nyid kyis thob ba 
BO_NK118_(se)002:8011	de nyid kyis 'khor 'das thams cad la khyad par med par khyab pas grol gzhi lhun grub kyi chos nyid rang la yod pa ni 'bras rgyud kyi nyer len gyi rgyur nges pa ste /	801	de nyid kyis khor da thams cad la khyad ba med ba khyab ba grol gzhi lhun grub kyi chos nyid rang la yod ba ni bras brgyud kyi nyer len gyi rgyur nges ba ste 
BO_NK118_(se)002:8012	man ngag snye ma las /	801	man ngag snye ma las 
BO_NK118_(se)002:8013	dngos po rnams kyi stong pa nyid kyi ngo bo ni rang bzhin dang rnam pa zhes pa don gzhan ma yin te /	801	dngos po rnams kyi stong ba nyid kyi ngo bo ni rang bzhin dang rnam ba zhes ba don gzhan ma yin te 
BO_NK118_(se)002:8014	rang gi ngo bo zhes pa'i don to //	801	rang gi ngo bo zhes ba don to 
BO_NK118_(se)002:8015	de rgyu ste /	801	de rgyu ste 
BO_NK118_(se)002:8016	nye bar len pa'i byed pa po'i rdo rje 'dzin pa ste /	801	nye ba len ba byed ba po rdo rje dzin ba ste 
BO_NK118_(se)002:8017	gang 'di rnams kyi thog ma med pa'i dri mas ma gos pa'i ngo bo nyid kyis grub pa'i sangs rgyas nyid de /	801	gang di rnams kyi thogs ma med ba dri mas ma gos ba ngo bo nyid kyis grub ba sangs rgya nyid de 
BO_NK118_(se)002:8018	de kho na ni dri ma med pa nyid thob pa'i mtshan nyid can sangs rgyas nyid kyi rgyu'o //	801	de kho na ni dri ma med ba nyid thob ba mtshan nyid can sangs rgya nyid kyi rgyu 
BO_NK118_(se)002:8019	zhes pa'i don to //	801	zhes ba don to 
BO_NK118_(se)002:8020	zhes so // rgyu rgyud rgyun chags pa de la rdo rje rtse mor rtsa ba'i rgyud ces bya ba dang / 'bras rgyud ni rgyu rgyud de las byung zhing //	802	zhes so rgyu brgyud rgyun chags ba de la rdo rje rtse mor rtsa ba brgyud ces byed ba dang bras brgyud ni rgyu brgyud de las byung zhing 
BO_NK118_(se)002:8021	de'i pha rol tu son pa sa mthar phyin pa'i rgyal ba ste rgyud phyi ma zhes bshad do //	802	de pha rol tu son ba sa mthar phyin ba rgyal ba ste brgyud phyi ma zhes chad do 
BO_NK118_(se)002:8022	de ltar yang rtse mor /	802	de ltar yang rtse mor 
