segmentnr	original	folio	stemmed
BO_NK099_(te)016:0	// shig gi bstan bcos bzhugs /	0	shig gi ston chos bzhugs 
BO_NK099_(te)016:1	thugs rje che ldan sdug bsngal kun skyob pa'i //	0	thugs rje che ldan sdug sngal kun skyob ba 
BO_NK099_(te)016:2	skyabs chen mchod 'os rnams la 'dud byas te //	0	skyob chen mchod s rnams la dud byed te 
BO_NK099_(te)016:3	bdag gzhan shig las grol ba'i phyir //	0	bdag gzhan shig las grol ba phyir 
BO_NK099_(te)016:4	shig gi bstan bcos dgod par bya //	0	shig gi ston chos god ba byed 
BO_NK099_(te)016:5	de la bzhi ste /	0	de la bzhi ste 
BO_NK099_(te)016:6	shig gi rgyu ma bstan pa dang / skyon bstan pa dang / 'jig rten pa'i spang tshul gyis mi spangs pa dang / 'das pa dang sbyar te spang tshul bstan pa'o //	0	shig gi rgyu ma ston ba dang skyon ston ba dang jig rten ba spong tshul gyis mi spong ba dang da ba dang sbyor te spong tshul ston ba 
BO_NK099_(te)016:7	dang po rgyu ni /	0	dang po rgyu ni 
BO_NK099_(te)016:8	sngon gyi las kyi rnam par smin pa las gyur pa dang / 'byung po gdon bgegs las gyur pa dang / mi gtsang pa las gyur pa dang / sprul pa'i shig go //	0	sngon gyi las kyi rnam ba smin ba las gyur ba dang byung po don bgegs las gyur ba dang mi gtsang ba las gyur ba dang sprul ba shig go 
BO_NK099_(te)016:9	gnyis pa skyon ni bzhi ste /	0	gnyis ba skyon ni bzhi ste 
BO_NK099_(te)016:10	ngo tsha ba dang / skyug bro ba dang / sdig che ba dang / za ba 'dor bzhi /	1	ngo tsha ba dang skyug bro ba dang sdig che ba dang za ba dor bzhi 
BO_NK099_(te)016:11	gsum pa 'jig rten pa'i spong tshul gyis mi spongs pa ni /	1	gsum ba jig rten ba spong tshul gyis mi spongs ba ni 
BO_NK099_(te)016:12	sa la bskyur na sa bon btab ces bya ste slar la mang 'agro'o //	1	sa la skyur na sa bon debs ces byed ste slar la mang agro 
BO_NK099_(te)016:13	sems can gzhan la btang na shig gi thog bcol bas bya ste slar la mang du 'gro ba'o //	1	sems can gzhan la gtong na shig gi thogs chol ba byed ste slar la mang du gro ba 
BO_NK099_(te)016:14	bsod na ro dmag 'dren pa zhes bya ste slar la mang du 'gro ba'o //	1	bsod na ro dmag bgrang ba zhes byed ste slar la mang du gro ba 
BO_NK099_(te)016:15	bzhi pa 'das pa sbyar te spang tshul ni /	1	bzhi ba da ba sbyor te spong tshul ni 
BO_NK099_(te)016:16	sngon gyi las kyi rnam par smin pa las gyur pa'i shig de byung na /	1	sngon gyi las kyi rnam ba smin ba las gyur ba shig de byung na 
BO_NK099_(te)016:17	tshogs gnyis las sogs byas /	1	tshogs gnyis las sogs byed 
BO_NK099_(te)016:18	sgrib pa dang bag chags sbyangs pas sangs par 'gyur ro //	1	sgrib ba dang bag chags sbyong ba sangs ba gyur ro 
BO_NK099_(te)016:19	gdon bgegs las gyur pa de ni /	1	don bgegs las gyur ba de ni 
BO_NK099_(te)016:20	byin brlabs dang rim 'gros sangs par 'gyur ro //	2	byin brlabs dang rim gros sangs ba gyur ro 
BO_NK099_(te)016:21	mi gtsang pa las gyur pa de ni /	2	mi gtsang ba las gyur ba de ni 
BO_NK099_(te)016:22	khrus chog gis sangs par 'gyur ro //	2	khru chog gis sangs ba gyur ro 
BO_NK099_(te)016:23	sprul pa'i shig de ni /	2	sprul ba shig de ni 
BO_NK099_(te)016:24	bde bar gshegs pas bzod pa sgom mam mi bsgom lta bas te /	2	bde ba gshegs ba bzod ba sgom mam mi bsgom lta ba te 
BO_NK099_(te)016:25	de la bzod pa bsgoms pas /	2	de la bzod ba sgom ba 
BO_NK099_(te)016:26	bde bar gshegs pa mnyes shing rang sangs par 'gyur ro //	2	bde ba gshegs ba mnyes shing rang sangs ba gyur ro 
BO_NK099_(te)016:27	byang chub sems dpa' shig can gyis zhus pa'i mdo las gsungs pa /	2	byang chub sems dpa shig can gyis zhus ba mdo las gsungs ba 
BO_NK099_(te)016:28	go sla bar bsdebs pa'o //	2	go sla ba sdeb ba 
BO_NK099_(te)016:29	rdzogs so // shig gi bstan bcos stong thun 'di //	2	rdzogs so shig gi ston chos stong thun di 
BO_NK099_(te)016:30	sprul sku zhig po'i gsung sgros sam //	3	sprul sku jig po gsung sgros sam 
BO_NK099_(te)016:31	mdo las byung ba ji bzhin du //	3	mdo las byung ba ji bzhin du 
BO_NK099_(te)016:32	dbus pa rta yis yi ger bkod //	3	dbus ba rta yis yi ger bkod 
BO_NK099_(te)016:33	rta yi jo sras bdag la gnang //	3	rta yi jo sras bdag la gnang 
BO_NK099_(te)016:34	bdag gzhan shig las thar gyur ci ga ////	3	bdag gzhan shig las thar gyur ci ga 
