segmentnr	original	folio	stemmed
BO_TZ_Terdzo-OM-KARCHAK:0	gter mdzod / om	0	gter mdzod om 
BO_TZ_Terdzo-OM-KARCHAK:1	pa la / de rnams thams cad kyi rtsha ba'i khog dbub smin gling gter chen rin po 7che 'gro 'dul o rgyan gter bdag gling pa rin 'dzin 'gyur med rdo rjes bka' bsdu mdzad pa'i sngon byon bka' gter rnams kyi snying po 'dus pa sgrub thabs 'dod 'jo'i bum bzang gi	0	ba la de rnams thams cad kyi rtsha ba khog bubs smin gling gter chen rin po 7che gro dul o rgyan gter bdag gling ba rin dzin gyur med rdo rjes bka sdud mdzad ba sngon byon bka gter rnams kyi snying po du ba sgrub thabs dod jo bum bzang gi 
BO_TZ_Terdzo-OM-KARCHAK:2	brgyud yig ldeb /	0	brgyud yig ldeb 
BO_TZ_Terdzo-OM-KARCHAK:3	16rtsha ba gsum dang chos skyong nor lhas bsdus pa'i lhag pa'i lha rab 'byams kyi sgrub thabs 'dod 'jo'i bum bzang la nang gses spyi chings ldeb /	0	16rtsha ba gsum dang chos skyong nor lhas sdud ba lhag ba lha rab byam kyi sgrub thabs dod jo bum bzang la nang gses spyi ching ldeb 
BO_TZ_Terdzo-OM-KARCHAK:4	4des bstan pa ltar /	0	4des ston ba ltar 
BO_TZ_Terdzo-OM-KARCHAK:5	! bla ma zhi ba'i skor la /	0	bla ma zhi ba skor la 
BO_TZ_Terdzo-OM-KARCHAK:6	gu ru rin po che chos kyi dbang phyug gi gter byon bla ma gsang 'dus kyi thod phreng rtshal gyi sgos sgrub dang zlum po bzhi dbang ldeb /	0	gu ru rin po che chos kyi dbang phyug gi gter byon bla ma gsang du kyi thod phreng rtshal gyi sgos sgrub dang zlum po bzhi dbang ldeb 
BO_TZ_Terdzo-OM-KARCHAK:7	10gsang 'dus gtor dbang gnad kyi shog gcig mar grags pa    pad gling dang chu bo gcig 'dres /ldeb /	0	10gsang du thor dbang gnad kyi shog gcig mar grags ba pad gling dang chu bo gcig dre 
BO_TZ_Terdzo-OM-KARCHAK:8	5nyang gter bla ma yongs rdzogs kyi sgrub thabs dang gtor dbang ldeb /	0	5nyang gter bla ma yongs rdzogs kyi sgrub thabs dang thor dbang ldeb 
BO_TZ_Terdzo-OM-KARCHAK:9	4!  bla ma drag po'i skor la /	0	bla ma drag po skor la 
BO_TZ_Terdzo-OM-KARCHAK:10	nyang gter drag dmar bde 'dus kyi sgrub thabs dang dbang bka' rdo rje spyi blugs /	1	nyang gter drag dmar bde du kyi sgrub thabs dang dbang bka rdo rje spyi blugs 
BO_TZ_Terdzo-OM-KARCHAK:11	de la nyer mkho'i bstod gsol gter gzhung las zur phyung zhabs btags ma bcas    rdor gling dang pad gling chu bo gcig 'dres /ldeb /	1	de la nyer mkho bstod gsol gter gzhung las zur byin zhabs dogs ma cha rdar gling dang pad gling chu bo gcig dre 
BO_TZ_Terdzo-OM-KARCHAK:12	11'bring po me'i spu gri'i sgrub thabs dang dbang chog ldeb /	1	11bring po me spu gri sgrub thabs dang dbang chog ldeb 
BO_TZ_Terdzo-OM-KARCHAK:13	5che 'bring gnyis ka dang 'brel ba'i byin rlabs lu gu rgyud ldeb /	1	5che bring gnyis ka dang brel ba byin rlabs lu gu brgyud ldeb 
BO_TZ_Terdzo-OM-KARCHAK:14	2drag dmar bka' ma 'o bran lugs sgrub thabs dang dbang chog ldeb /	1	2drag dmar bka ma mang bran lugs sgrub thabs dang dbang chog ldeb 
BO_TZ_Terdzo-OM-KARCHAK:15	7byang gter thugs sgrub drag po rtshal gyi sgrub thabs dang byin rlabs thugs rje'i dbang bskur ldeb /	1	7byang gter thugs sgrub drag po rtshal gyi sgrub thabs dang byin rlabs thugs rje dbang skur ldeb 
BO_TZ_Terdzo-OM-KARCHAK:16	4! tshhe dpag med kyi skor la /	1	tshhe dpog med kyi skor la 
BO_TZ_Terdzo-OM-KARCHAK:17	tshhe dpag med lung lugs sangs rgyas gsang ba'i man ngag gi sgrub thabs dang dbang chog ldeb /	1	tshhe dpog med lung lugs sangs rgya gsang ba man ngag gi sgrub thabs dang dbang chog ldeb 
BO_TZ_Terdzo-OM-KARCHAK:18	9chos dbang gi gter ma    nyang dang zung 'brel /bla ma longs sku'i rdzong chen tshhe'i sgrub thabs dang tshhe dbang ldeb /	1	9chos dbang gi gter ma nyang dang zung brel ma longs sku rdzong chen tshhe sgrub thabs dang tshhe dbang ldeb 
BO_TZ_Terdzo-OM-KARCHAK:19	8byang gter tshhe sgrub lcags sdong ma'i sgrub thabs dang tshhe dbang ldeb /	1	8byang gter tshhe sgrub lcags sdong ma sgrub thabs dang tshhe dbang ldeb 
BO_TZ_Terdzo-OM-KARCHAK:20	7pad gling tshhe sgrub rdo rje phreng ba'i tshhe sgrub dang tshhe dbang gsung rgyun bzhin bkod pa ldeb /	2	7pad gling tshhe sgrub rdo rje phreng ba tshhe sgrub dang tshhe dbang gsung rgyun bzhin bkod ba ldeb 
BO_TZ_Terdzo-OM-KARCHAK:21	5grub thob thang stong pa'i gdams pa 'chi med dpal ster gyi tshhe sgrub dang dbang chog ldeb /	2	5grub thob thang stong ba doms ba chi med dpal ster gyi tshhe sgrub dang dbang chog ldeb 
BO_TZ_Terdzo-OM-KARCHAK:22	6!  spyan ras gzigs kyi skor la /	2	spyan ras gzigs kyi skor la 
BO_TZ_Terdzo-OM-KARCHAK:23	thugs rje chen po rgyal po lugs 'gro 'dul phyag bzhi pa'i sgrub thabs dang dbang chog ldeb /	2	thugs rje chen po rgyal po lugs gro dul phyag bzhi ba sgrub thabs dang dbang chog ldeb 
BO_TZ_Terdzo-OM-KARCHAK:24	9rgyal po lugs kyi bcu gcig zhal nam mkha' rgyal po'i sgrub thabs dang dbang bskur bya tshhul dang sgom lung bcas ldeb /	2	9rgyal po lugs kyi chu gcig zhal nam mkha rgyal po sgrub thabs dang dbang skur byed tshhul dang sgom lung cha ldeb 
BO_TZ_Terdzo-OM-KARCHAK:25	3spyan ras gzigs rgyal ba rgya mtshho bde gshegs bzhi sgril gyi sgrub thabs dang byin rlabs ldeb /5!	2	3spyan ras gzigs rgyal ba rgya mtshho bde gshegs bzhi sgril gyi sgrub thabs dang byin rlabs ldeb 
BO_TZ_Terdzo-OM-KARCHAK:26	'jam dpal gshin rje'i skor la /	2	jam dpal gshin rje skor la 
